example,variant_1,variant_2,variant_3,variant_4,variant_5,variant_6,variant_7,variant_8,variant_9,variant_10,variant_11,variant_12,variant_13,variant_14,variant_15,variant_16,variant_17,variant_18,variant_19,variant_20
0.813421261407303,0.215936057799733,0.565890032424854,0.536849702959455,12.8222523769703,1.14579088481586,11.8223297682839,64.6214718239942,1.23844935791501,0.824323672880767,12.8222523769703,6.57847584741851,34.9303069218337,5.52257043678916,0.972179607729025,10.5822082097401,7.80872215929949,5.14299876716448,1.11511580661281,0.178714949755298,10.5822082097401
-0.2478771038318,0.118400093849367,0.614050787917721,0.301673954888961,11.5835591753906,0.926640095144827,11.247919917373,65.907730981141,0.941161541071923,0.259815406336813,11.5835591753906,8.20414990373011,31.2101521960703,2.55327174919463,0.330351169921705,4.97364536514673,7.84017060708848,4.1751364515767,0.137986212750695,-0.198180708457529,4.97364536514673
2.22412384604542,0.902400864060324,8.09951375730036,1.58109216095429,7.59445126299226,0.955307372771215,5.21045260504706,65.9874598796857,1.96248121430118,2.33713852850298,7.59445126299226,7.94037722780076,28.3219664348248,4.03205320705714,-0.531612070769308,13.3208791979053,4.76965562411835,5.42191433260462,0.638022938066435,-0.162543175812234,13.3208791979053
-0.666724502618495,0.30254570147845,2.14930945103928,1.05935422905778,10.2806160513628,1.25864280361062,10.6043155522344,62.1781483187917,2.16393073553428,0.368852278456626,10.2806160513628,6.36961157350072,28.0027676406799,1.14158693082249,-0.0900248978655573,6.88387887179028,6.40712648956296,5.49148121017197,1.58338760213288,0.118596246869697,6.88387887179028
-0.789396383570192,0.941633144456173,0.248478261245544,1.32453709835846,9.21202680625027,0.949808839935369,13.9915117614359,51.4565361834254,1.92115883661425,0.940235722878869,9.21202680625027,9.34571717979818,30.3162541145462,1.93344072206559,-0.113083553517474,3.04409726044523,7.67230782605328,4.10624743423517,0.218160402544696,0.097248586151592,3.04409726044523
-1.71462406644923,0.184568034182487,4.21224214970062,0.747391905960007,12.0749314041575,1.68152582838159,13.9396472683182,55.683604066929,0.756090367265646,1.18905505446538,12.0749314041575,7.58223757707559,30.360722306756,6.00076995782416,0.392281676453614,3.23300814446648,6.14267202104726,5.6416361341863,4.82705139363956,0.180657172971467,3.23300814446648
1.13915018811502,0.268719631607532,1.89749057587387,0.399342246521979,13.5572927294346,0.839363564829662,14.1977520004959,57.5903496657505,2.12279446176078,0.999493608429244,13.5572927294346,6.69264399707022,30.0978975688185,17.1887926988175,-0.671143629199163,10.5832289984845,5.16401755864888,5.68450504000015,0.716173791963489,-0.48191785668288,10.5832289984845
-0.717312823771166,0.597105250974263,1.39847712176366,2.73910643842799,9.26354795480598,1.07639374226411,8.35195093570057,69.5552667845905,0.537521056288392,1.3202883189857,9.26354795480598,5.6691981234549,34.6602299745661,7.01407600405979,0.00511319582741828,8.38099542345983,6.36100877086042,4.68688082131832,0.0349518176361743,-0.125797859232237,8.38099542345983
-0.341126279697869,0.172377080974174,5.99819567650514,2.03764114722369,7.58406086834731,0.830252582073339,10.6399819927884,67.7645689892005,0.128646655654171,0.892059986232637,7.58406086834731,6.15494142060432,35.8930336533442,8.73603369787166,-0.41134200479552,4.97556040637303,5.8532418814069,7.87524767278041,2.39304056004514,-0.0806550081493935,4.97556040637303
0.0529365263724057,0.163169494806003,6.78141117765928,0.887130066794872,10.1017950666849,0.881357222462575,10.5390039170261,64.455697452385,1.35278547782923,1.81405251302444,10.1017950666849,9.68616277436438,30.9326216214726,3.59880227767072,0.603005502309385,9.81394166827186,4.82617065079056,6.05813890611746,1.16115907222903,-0.142964869656324,9.81394166827186
